hotel,city,url,price,rating,stars,price_range,lowest_price,highest_price
Хостел L.E.S.,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d8645922-Reviews-L_E_S_Hotel-Almaty.html,3820,5.0,,3 283 руб - 4 012 руб,3283,4012
Hostel Viator,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d12416646-Reviews-Hostel_Viator-Almaty.html,,5.0,,2 189 руб - 2 553 руб,2189,2553
Хостел Кок-Тобе,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d12269125-Reviews-Hostel_Kok_Tobe-Almaty.html,,5.0,,912 руб - 1 094 руб,912,1094
Hi Hotel,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d21507675-Reviews-Hi_Hotel-Almaty.html,4300,5.0,,4 195 руб - 4 286 руб,4195,4286
Park Dedeman Almaty,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d27103163-Reviews-Park_Dedeman_Almaty-Almaty.html,10015,5.0,,9 666 руб - 15 229 руб,9666,15229
Dostyk Hostel,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d12428079-Reviews-Dostyk_Hostel-Almaty.html,,5.0,,1 003 руб - 1 003 руб,1003,1003
Санаторий Коктем,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d6508477-Reviews-Koktem_Health_Resort-Almaty.html,,5.0,,3 374 руб - 3 465 руб,3374,3465
Parmigiano Serviced Apartments,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d17458406-Reviews-Parmigiano_Serviced_Apartments-Almaty.html,10238,5.0,,8 663 руб - 10 122 руб,8663,10122
Bastau,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d17457375-Reviews-Bastau-Almaty.html,5528,5.0,,4 924 руб - 5 471 руб,4924,5471
Гостиница Alpen Ville,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d6432318-Reviews-Alpen_Ville_Hotel-Almaty.html,,5.0,,5 198 руб - 5 289 руб,5198,5289
Resident Hotel Kazybek Bi,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d26394088-Reviews-Resident_Hotel_Kazybek_Bi-Almaty.html,10136,5.0,,9 757 руб - 10 031 руб,9757,10031
Отель Риксос Алматы,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d1723972-Reviews-Rixos_Almaty-Almaty.html,29485,4.5,5.0,22 524 руб - 33 832 руб,22524,33832
Ramada by Wyndham Almaty,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d7603531-Reviews-Ramada_by_Wyndham_Almaty-Almaty.html,,4.5,4.0,8 663 руб - 12 037 руб,8663,12037
Меркюр Алматы Сити Центр,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d14057643-Reviews-Mercure_Almaty_City_Center-Almaty.html,16585,4.5,4.0,14 499 руб - 16 779 руб,14499,16779
Park Hotel Almaty,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d659285-Reviews-Park_Hotel_Almaty-Almaty.html,11876,4.5,4.0,9 393 руб - 12 402 руб,9393,12402
Гранд отель Тянь-Шань,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d983029-Reviews-Grand_Hotel_Tien_Shan-Almaty.html,10238,4.5,4.0,8 663 руб - 10 396 руб,8663,10396
Новотель Алматы Сити Центр,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d15673400-Reviews-Novotel_Almaty_City_Center-Almaty.html,16033,4.5,4.0,13 770 руб - 17 235 руб,13770,17235
Сарайшык,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d2336017-Reviews-Saraichik-Almaty.html,6808,4.5,4.0,5 745 руб - 7 113 руб,5745,7113
Д`Рами,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d3384443-Reviews-D_Rami-Almaty.html,6143,4.5,3.0,3 648 руб - 5 016 руб,3648,5016
Kazzhol Park Hotel,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d19888550-Reviews-Kazzhol_Park_Hotel-Almaty.html,13309,4.5,4.0,9 301 руб - 13 131 руб,9301,13131
Renion Park,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d13343215-Reviews-Renion_Park-Almaty.html,9572,4.5,3.0,8 481 руб - 10 669 руб,8481,10669
Самал Резорт & Спа,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d2703138-Reviews-Samal_Resort_Spa-Almaty.html,11262,4.5,4.0,9 940 руб - 11 125 руб,9940,11125
Wanderlust Hostel,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d19721422-Reviews-Wanderlust_Hostel-Almaty.html,,4.5,,1 277 руб - 2 827 руб,1277,2827
Отель Ритц-Карлтон Алматы,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d5281497-Reviews-The_Ritz_Carlton_Almaty-Almaty.html,44054,4.5,5.0,42 039 руб - 55 171 руб,42039,55171
Эдельвейс,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d3198047-Reviews-Edelveys-Almaty.html,3890,4.5,3.0,3 283 руб - 3 830 руб,3283,3830
Гостиница Olympica,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d2347204-Reviews-Hotel_Olympica-Almaty.html,,4.5,,5 107 руб - 5 654 руб,5107,5654
Esentai Hostel,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d8642827-Reviews-Esentai_Hostel-Almaty.html,1843,4.5,,1 641 руб - 1 824 руб,1641,1824
Казжол,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d1151254-Reviews-Kazzhol_Hotel_Almaty-Almaty.html,9214,4.0,3.5,7 386 руб - 10 396 руб,7386,10396
Swissôtel Wellness Resort Alatau Almaty,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d11885995-Reviews-Swissotel_Wellness_Resort_Alatau_Almaty-Almaty.html,22523,4.0,5.0,16 050 руб - 18 785 руб,16050,18785
Бест Вестерн Плюс Атакент Парк Отель,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d3745972-Reviews-Best_Western_Plus_Atakent_Park_Hotel-Almaty.html,9737,4.0,3.5,9 210 руб - 10 852 руб,9210,10852
Novotel Living Almaty Jetisu,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d23999324-Reviews-Novotel_Living_Almaty_Jetisu-Almaty.html,14005,4.0,4.0,12 402 руб - 14 408 руб,12402,14408
Марк Инн,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d6940809-Reviews-Mark_Inn_Hostel_Hotel-Almaty.html,,4.0,,1 824 руб - 3 648 руб,1824,3648
Эко-отель Tenir,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d23519673-Reviews-Tenir_Eco_Hotel-Almaty.html,40911,4.0,,27 996 руб - 38 574 руб,27996,38574
Grand Opera Hotel,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d13951097-Reviews-Grand_Opera_Hotel-Almaty.html,4505,4.0,3.0,4 377 руб - 4 468 руб,4377,4468
DoubleTree by Hilton Almaty,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d17751003-Reviews-DoubleTree_by_Hilton_Almaty-Almaty.html,18237,4.0,4.0,16 232 руб - 21 886 руб,16232,21886
Роял Тюлип Алматы,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d1800575-Reviews-Royal_Tulip_Almaty-Almaty.html,29226,4.0,5.0,19 880 руб - 28 908 руб,19880,28908
Гостиница Уют,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d1151086-Reviews-Hotel_Uyut-Almaty.html,10148,4.0,4.0,7 204 руб - 10 031 руб,7204,10031
Отель Алма,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d2346356-Reviews-Alma_Hotel-Almaty.html,5938,4.0,3.0,4 833 руб - 6 475 руб,4833,6475
Отель Вояж,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d2176851-Reviews-Hotel_Voyage-Almaty.html,7371,4.0,4.0,7 295 руб - 9 119 руб,7295,9119
Гарден Парк Инн,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d13345791-Reviews-Garden_Park_Inn-Almaty.html,11262,4.0,4.0,9 028 руб - 10 578 руб,9028,10578
Resident City Hotel,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d19526798-Reviews-Resident_City_Hotel-Almaty.html,11262,4.0,,7 660 руб - 11 125 руб,7660,11125
Resident Hotel Almaty,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d10045928-Reviews-Resident_Hotel_Almaty-Almaty.html,5027,4.0,3.0,4 560 руб - 6 110 руб,4560,6110
Гостиница Ренион Резиденс,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d2687987-Reviews-Renion_Residence_Hotel-Almaty.html,14333,4.0,,8 754 руб - 12 037 руб,8754,12037
Resident Hotel Delux,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d7060586-Reviews-Resident_Hotel_Delux-Almaty.html,8190,4.0,3.0,6 839 руб - 9 666 руб,6839,9666
Grand Voyage,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d7262276-Reviews-Grand_Voyage-Almaty.html,8293,4.0,4.0,8 116 руб - 9 940 руб,8116,9940
DeLuxe Plaza,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d10793875-Reviews-DeLuxe_Plaza-Almaty.html,5119,4.0,,4 560 руб - 5 107 руб,4560,5107
Отель Саквояж,Алма-Ата,https://www.tripadvisor.ru/Hotel_Review-g298251-d15317744-Reviews-Sacvoyage_Hotel-Almaty.html,9214,4.0,3.0,8 025 руб - 9 119 руб,8025,9119
Hostel Forum,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d12445247-Reviews-Hostel_Forum-Astana_Akmola_Province.html,,5.0,1.0,1 003 руб - 3 100 руб,1003,3100
хостел с сайз,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d16883340-Reviews-Hostel_S_Size-Astana_Akmola_Province.html,,5.0,,1 003 руб - 1 733 руб,1003,1733
Hotel Kapsula,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d12700659-Reviews-Hotel_Kapsula-Astana_Akmola_Province.html,,5.0,,1 094 руб - 2 006 руб,1094,2006
Mini-Hotel Sultan,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d12680194-Reviews-Mini_Hotel_Sultan-Astana_Akmola_Province.html,,5.0,,3 009 руб - 3 283 руб,3009,3283
Sheraton Astana,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d19798643-Reviews-Sheraton_Astana-Astana_Akmola_Province.html,11249,4.5,,9 757 руб - 15 320 руб,9757,15320
Rixos President Hotel Astana,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d598199-Reviews-Rixos_President_Astana_Hotel-Astana_Akmola_Province.html,,4.5,5.0,9 575 руб - 19 697 руб,9575,19697
The St,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d12249823-Reviews-The_St_Regis_Astana-Astana_Akmola_Province.html,17271,4.5,5.0,17 053 руб - 22 159 руб,17053,22159
Отель Hilton Garden Inn Astana,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d6000633-Reviews-Hilton_Garden_Inn_Astana-Astana_Akmola_Province.html,,4.5,4.0,6 931 руб - 8 207 руб,6931,8207
Хилтон Астана,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d13087598-Reviews-Hilton_Astana-Astana_Akmola_Province.html,,4.5,4.0,14 864 руб - 18 147 руб,14864,18147
The Ritz-Carlton Astana,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d11952584-Reviews-The_Ritz_Carlton_Astana-Astana_Akmola_Province.html,21804,4.5,5.0,17 326 руб - 24 804 руб,17326,24804
Wyndham Garden Astana,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d12517617-Reviews-Wyndham_Garden_Astana-Astana_Akmola_Province.html,,4.5,4.0,8 754 руб - 11 581 руб,8754,11581
Best Western Plus Astana,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d12507454-Reviews-Best_Western_Plus_Astana-Astana_Akmola_Province.html,,4.5,3.0,5 836 руб - 8 481 руб,5836,8481
Отель Астана Саад,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d5035643-Reviews-Astana_Saad_Hotel-Astana_Akmola_Province.html,,4.5,5.0,7 295 руб - 10 396 руб,7295,10396
Отель Belon-Lux,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d3385777-Reviews-Belon_Lux_Hotel-Astana_Akmola_Province.html,,4.5,3.0,3 830 руб - 3 921 руб,3830,3921
Inn Pulsar,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d10490460-Reviews-Inn_Pulsar-Astana_Akmola_Province.html,,4.5,3.0,3 374 руб - 3 465 руб,3374,3465
Отель Браун,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d9455706-Reviews-Brown_Hotel-Astana_Akmola_Province.html,,4.5,2.0,3 648 руб - 4 560 руб,3648,4560
Come Inn,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d12539831-Reviews-Come_Inn-Astana_Akmola_Province.html,,4.5,3.0,3 283 руб - 4 560 руб,3283,4560
Hostel Nomad 4x4,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d11702400-Reviews-Hostel_Nomad_4x4-Astana_Akmola_Province.html,,4.5,,1 824 руб - 1 915 руб,1824,1915
Premier Inn Astana,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d15553532-Reviews-Premier_Inn_Astana-Astana_Akmola_Province.html,,4.5,,2 918 руб - 3 374 руб,2918,3374
Традициональ,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d3170259-Reviews-Traditional_Boutique_Hotel-Astana_Akmola_Province.html,,4.5,4.0,6 383 руб - 7 113 руб,6383,7113
Alanda Hotel,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d12379260-Reviews-Alanda_Hotel-Astana_Akmola_Province.html,,4.5,4.0,5 380 руб - 9 301 руб,5380,9301
Отель Belon-Land,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d6206756-Reviews-Belon_Land_Hotel-Astana_Akmola_Province.html,,4.5,3.0,2 462 руб - 2 918 руб,2462,2918
Отель Престиж,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d2346015-Reviews-Prestige_Hotel-Astana_Akmola_Province.html,,4.5,,3 374 руб - 4 468 руб,3374,4468
East Astana Hotel,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d15548911-Reviews-East_Astana_Hotel-Astana_Akmola_Province.html,,4.5,3.0,4 377 руб - 6 748 руб,4377,6748
"""QONAQ"" Отель",Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d11981996-Reviews-QonaQ_Hotel-Astana_Akmola_Province.html,,4.5,,4 833 руб - 5 107 руб,4833,5107
Monaco Hotel Astana,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d9764624-Reviews-Monaco_Hotel_Astana-Astana_Akmola_Province.html,,4.5,4.0,6 019 руб - 7 386 руб,6019,7386
The ONE Hotel Astana,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d12635682-Reviews-The_ONE_Hotel_Astana-Astana_Akmola_Province.html,,4.5,4.0,8 481 руб - 10 487 руб,8481,10487
Seven Inn Boutique Hotel,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d6914950-Reviews-Seven_Inn_Boutique_Hotel-Astana_Akmola_Province.html,,4.5,,4 651 руб - 6 019 руб,4651,6019
Отель Ibis Астана,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d6729742-Reviews-Ibis_Astana-Astana_Akmola_Province.html,,4.0,3.0,4 833 руб - 6 201 руб,4833,6201
Рэдиссон Отель Астана,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d639002-Reviews-Radisson_Hotel_Astana-Astana_Akmola_Province.html,,4.0,5.0,10 122 руб - 11 216 руб,10122,11216
Хэмптон от Хилтон Астана Триумфальная Арка,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d13141323-Reviews-Hampton_by_Hilton_Astana_Triumphal_Arch-Astana_Akmola_Province.html,,4.0,3.0,5 836 руб - 7 022 руб,5836,7022
Elite Apart-Hotel,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d12847858-Reviews-Elite_Apart_Hotel-Astana_Akmola_Province.html,,4.0,3.0,4 651 руб - 5 836 руб,4651,5836
"Отель ""Парк Инн от Рэдиссон Астана""",Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d6206860-Reviews-Park_Inn_by_Radisson_Astana-Astana_Akmola_Province.html,,4.0,3.0,7 022 руб - 7 934 руб,7022,7934
Торгай,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d3567217-Reviews-Torgai-Astana_Akmola_Province.html,,4.0,3.0,2 462 руб - 3 465 руб,2462,3465
Отель Red Village,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d6537175-Reviews-Red_Village_Hotel-Astana_Akmola_Province.html,,4.0,4.0,2 280 руб - 3 465 руб,2280,3465
"Гостиница ""Комфорт Отель Астана""",Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d308022-Reviews-Comfort_Hotel_Astana-Astana_Akmola_Province.html,,4.0,4.0,4 560 руб - 9 119 руб,4560,9119
Отель Казжол Астана,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d3269788-Reviews-Kazzhol_Hotel_Astana-Astana_Akmola_Province.html,,4.0,4.0,5 927 руб - 9 119 руб,5927,9119
Отель Жумбактас,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d3158850-Reviews-Jumbaktas_Hotel-Astana_Akmola_Province.html,,4.0,4.0,7 478 руб - 10 943 руб,7478,10943
Миротель,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d24167266-Reviews-Mirotel-Astana_Akmola_Province.html,,4.0,,5 380 руб - 5 471 руб,5380,5471
Reikartz Park Astana,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d23674314-Reviews-Reikartz_Park_Astana-Astana_Akmola_Province.html,,4.0,4.0,3 556 руб - 5 380 руб,3556,5380
Hotel Aykun,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d12501495-Reviews-Hotel_Aykun-Astana_Akmola_Province.html,,4.0,3.0,6 110 руб - 7 478 руб,6110,7478
Хостел The Place Astana,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d6395862-Reviews-Hostel_The_Place-Astana_Akmola_Province.html,,4.0,,1 003 руб - 3 009 руб,1003,3009
Отель Ботагоз,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d2413129-Reviews-Hotel_Botakoz-Astana_Akmola_Province.html,,4.0,,3 830 руб - 3 830 руб,3830,3830
Султан-Бейбарс,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d6197289-Reviews-Sultan_Beibarys_Hotel-Astana_Akmola_Province.html,,4.0,3.0,3 374 руб - 4 286 руб,3374,4286
Eco Apart Hotel Astana,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d13086108-Reviews-Eco_Apart_Hotel_Astana-Astana_Akmola_Province.html,,4.0,3.0,5 289 руб - 7 660 руб,5289,7660
Кинг Отель Астана,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d1797778-Reviews-King_Hotel_Astana-Astana_Akmola_Province.html,,3.5,4.0,4 012 руб - 5 016 руб,4012,5016
Hotel Prospect,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d14172714-Reviews-Hotel_Prospect-Astana_Akmola_Province.html,,3.5,3.0,2 189 руб - 2 645 руб,2189,2645
Soluxe Hotel Astana,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d2250710-Reviews-Beijing_Palace_Soluxe_Hotel_Astana-Astana_Akmola_Province.html,13514,3.5,5.0,7 751 руб - 10 852 руб,7751,10852
Отель G Empire,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d1235544-Reviews-G_Empire_Hotel-Astana_Akmola_Province.html,,3.5,4.0,3 192 руб - 4 195 руб,3192,4195
Отель Дипломат и Бизнес Центр,Астана,https://www.tripadvisor.ru/Hotel_Review-g293944-d1175894-Reviews-Diplomat_Hotel_and_Business_Center-Astana_Akmola_Province.html,8955,3.5,4.0,6 566 руб - 8 116 руб,6566,8116
InnAthens,Афины,https://www.tripadvisor.ru/Hotel_Review-g189400-d8555475-Reviews-InnAthens-Athens_Attica.html,,5.0,3.0,13 587 руб - 21 977 руб,13587,21977
Estia Boutique Apartments,Афины,https://www.tripadvisor.ru/Hotel_Review-g189400-d14287959-Reviews-Estia_Boutique_Apartments-Athens_Attica.html,,5.0,4.0,9 940 руб - 14 317 руб,9940,14317
Ivis4 Boutique Hotel,Афины,https://www.tripadvisor.ru/Hotel_Review-g189400-d23557948-Reviews-Ivis4_Boutique_Hotel-Athens_Attica.html,,5.0,,11 855 руб - 29 272 руб,11855,29272
AD Athens Luxury Rooms and Suites,Афины,https://www.tripadvisor.ru/Hotel_Review-g189400-d12590456-Reviews-AD_Athens_Luxury_Rooms_and_Suites-Athens_Attica.html,,5.0,,13 405 руб - 19 241 руб,13405,19241
Ава Отель Афины,Афины,https://www.tripadvisor.ru/Hotel_Review-g189400-d529729-Reviews-AVA_Hotel_Athens-Athens_Attica.html,,5.0,4.0,17 691 руб - 27 266 руб,17691,27266
MET34 Athens,Афины,https://www.tripadvisor.ru/Hotel_Review-g189400-d9803760-Reviews-MET34_Athens-Athens_Attica.html,,5.0,4.0,13 040 руб - 35 200 руб,13040,35200
AP Acropolis View Apartments,Афины,https://www.tripadvisor.ru/Hotel_Review-g189400-d17578186-Reviews-AP_Acropolis_View_Apartments-Athens_Attica.html,,5.0,4.0,13 223 руб - 26 263 руб,13223,26263
